CODE,Q1,A1,P/F,Q2
38,베니오프대에 대해 설명해 주세요.,배니오프대는 판구조론의 삽입대를 의미합니다. 삽입은 서로 다른 두 판이 수렴할 때 한쪽 판이 나머지 판의 안으로 들어가는 것을 말합니다. 이는 남아메리카 지진학자 휴고 베니오프가 최초로 발견하여 베니오프대로 통칭하고 있습니다.,F,
38,베니오프대에 대해 설명해 주세요.,"배니오프대는 부딪히는 두 판의 절대속도에 따라서 섭입의 대상이 달라집니다. 또한 두 판의 경계에서 부딪히는 두 판의 성질에 따라서 그 특성 또한 달라지는데, 화강암과 같이 밀도가 높은 암석이 풍부하게 섞여 있는 대륙 지각이 보통 아래로 섭입됩니다.",F,
38,베니오프대에 대해 설명해 주세요.,"베니오프대에서는 다양한 활동이 일어납니다. 화산과 지진이 대표적이며, 화산이 존재하지 않으면 베니오프대라고 부르지 않습니다. 또한 화산이 존재하더라도 휴화산일 경우 베니오프대로 부르지 않으며, 화강암의 변성암인 에클로자이트가 존재해야 합니다.",F,
38,베니오프대에 대해 설명해 주세요.,"오래된 해양판이 섭입할 경우, 젊은 판에 비하여 차갑고 밀도가 높으므로 부력이 낮아 섭입각도가 가파르게 형성됩니다. 그 결과, 베니오프대 역시 깊은 각도로 형성되며, 평면적으로 보았을 때 해구에서 천발지진과 심발지진이 좁은 범위의 진앙을 가집니다. 반대로 젊은 판이 섭입할 경우 상대적으로 뜨겁고 밀도가 낮으므로 부력이 높아 섭입각도가 얕게 형성됩니다.",P,천발지진에 대해 설명해 주세요.
38,지진의 규모에 대해 설명해 주세요.,"지진의 크기를 나타내는 척도로서 규모와 진도가 사용됩니다. 규모는 진원에서 방출된 지진에너지의 양을 나타내며, 지진계에 기록된 지진파의 진폭을 이용하여 계산한 절대적인 척도입니다. 반면 진도는 어떤 한 지점에서의 인체 감각, 구조물에 미친 피해 정도에 의하여 지진동의 세기를 표시한 것으로 관측자의 위치에 따라 달라지는 상대적인 척도입니다.",P,진도의 특징을 설명해 주세요.
38,지진의 규모에 대해 설명해 주세요.,"규모가 큰 지진이라도 아주 멀리서 발생하면 지진에너지가 전파되면서 감쇠하기 때문에 지진동이 약해지며, 반대로 작은 규모의 지진이라도 아주 가까운 거리에서 발생하면 지진에너지의 감쇠가 적어 지진동이 강하게 기록됩니다. 진도는 지진의 규모와 진앙거리, 진원 깊이에 따라 크게 좌우될 뿐만 아니라 그 지역의 지질구조와 구조물의 형태에 따라 달라질 수 있습니다.",P,지진에너지에 대해 설명해 주세요.
38,지진의 규모에 대해 설명해 주세요.,지진의 규모는 아이러니하게도 진앙에 가까울수록 규모가 작아집니다. 지진파가 진동을 시작하면 땅이 흔들리는데 지진파의 진동은 진원에서 뻗어나가면서 점점 강해지는 특성을 지니기 때문에 진앙과 멀수록 더 지진의 규모가 크다는 특징이 있습니다.,F,
38,지진의 규모에 대해 설명해 주세요.,지진의 규모는 2가지로 분류됩니다. 진도와 규모로 구분되는데 진도는 절대적 개념으로 해당 지진의 진원에서 발생한 파동의 크기를 통해서 진도를 결정하며 규모는 상대적인 개념으로써 한 지역에서 해당 지진으로 인해 받은 피해와 떨림의 정도를 측정하는 것입니다.,F,
38,지진의 규모에 대해 설명해 주세요.,"지진의 크기를 나타내는 것은 진도와 규모입니다. 진도는 지진을 느끼는 사람을 기준으로 측정된 상대적 개념으로 진도는 같은 지역에서 발생하더라도 사람의 성격이나 감각의 정도, 위치에 따라서 달라질 수 있습니다. 하지만 규모는 진원 자체의 에너지를 기준으로 하여 변하지 않습니다.",F,
38,지진의 규모에 대해 설명해 주세요.,"지진의 크기를 나타내는 척도 중 하나로, 지진 크기 측정은 절대적 개념의 ‘규모’와 상대적 개념의 ‘진도’가 사용되고 있습니다. 규모란 지진 자체의 크기를 측정하는 단위로 1935년 이 개념을 처음 도입한 미국의 지질학자 리히터의 이름을 따서 ‘리히터 스케일’ 또는 '리히터 규모' '라고도 합니다.",P,리히터에 대해 설명해 주세요.
38,습곡에 대해 설명해 주세요.,보통 습곡은 층으로 이뤄진 암석에서 잘 보입니다. 층이 졌기 때문에 휘어진 정도가 눈에 잘 보입니다. 층상이 아니어도 암석이 휘어졌다면 습곡이라고 합니다. 습곡은 수백 km에서 현미경에서만 볼 수 있는 크기까지 다양하게 나타납니다. 이때 암석을 휘게 하는 작용을 습곡작용이라고 부릅니다.,P,습곡작용에 대해 설명해 주세요.
38,습곡에 대해 설명해 주세요.,습곡은 일반적으로 배사와 향사라는 두 가지의 구조를 가집니다. 배사구조는 암석이 힘을 받아 위로 볼록하게 솟아올라 휘어진 경우이고 향사구조는 반대로 접시처럼 아래로 움푹 들어가게 휘어진 경우를 말하니다. 이때 구조를 판단하는 기준은 습곡을 이루고 있는 지층의 모양을 가지고 판단합니다.,P,향사의 특징을 설명해 주세요.
38,습곡에 대해 설명해 주세요.,수직으로 퇴적한 지층이 좌우 또는 옆에서 압력을 받아서 물결 모양으로 그 모습이 변화하는 것을 습곡이라고 합니다. 이 떄 물결의 굽어진 부분을 향사라고 표현하며 물결의 들어간 부분을 배사라고 표현합니다. 또한 습곡은 지진판의 경계에서만 발생합니다.,F,
38,습곡에 대해 설명해 주세요.,습곡은 우리가 책을 좌우에서 힘을 주어 밀면 굽어지는 원리를 통해서 일어나는 자연적 현상입니다. 이때 해당 힘에는 각기 그 규모가 달리 적용되는데 가장 적게 굴곡되는 부분이 습곡의 축입니다. 습곡의 중앙으로 갈 수록 힘의 크기가 줄어들기 때문입니다.,F,
38,습곡에 대해 설명해 주세요.,습곡의 종류는 다양합니다. 단면의 지층의 형태가 불규칙한 습곡도 존재합니다. 이러한 습곡은 온도나 압력이 매우 낮은 극지방에서 생성된 것으로 오랜 기간동안 암석이 고정되어 있었는데 습곡을 만드는 힘에 의해 갑자기 운동성을 부여받았기 때문입니다.,F,
38,습곡에 대해 설명해 주세요.,"습곡의 기울어진 경사면을 날개라고 하고 날개 사이의 가장 깊거나 높은 부분을 습곡의 축 이라고 합니다. 이 축을 포함하는 가상의 면을 축면이라 하는데 습곡은 이 축면의 경사 정도를 가지고 분류합니다. 축면이 평행하고 양쪽 날개가 축면과 일정한 경사를 이룰 경우 대칭습곡, 습곡의 날개가 축면과 평행한 등사습곡 등이 있습니다.",P,대칭습곡에 대해 설명해 주세요.
38,단층에 대해 설명해 주세요.,"지층은 양쪽에서 잡아당기는 장력, 양쪽에서 미는 횡압력, 중력 등의 힘으로 끊어집니다. 이때 끊어진 지층이 움직이지 않았다면 절리이고, 움직였다면 단층이 됩니다. 이때 지층의 잘린 면을 단층면이라고 하며, 단층은 단층면을 따라 작게는 몇 mm 에서 크게는 몇 km 까지 이동합니다.",P,장력에 대해 설명해 주세요.
38,단층에 대해 설명해 주세요.,"단층은 상반과 하반의 이동방향, 단층면의 경사, 단층의 주향 등에 따라 몇 가지로 구분되는데, 상반이 하반보다 아래로 내려가면 정단층, 상반이 하반보다 위로 올라가면 역단층입니다. 역단층 중 단층면과 수평선이 이루는 각도가 45도 이하인 경우 오버스러스트 단층으로 따로 구분합니다.",P,오버스러스트 단층에 대해 설명해 주세요.
38,단층에 대해 설명해 주세요.,단층이란 암층이나 암괴가 어떤 면을 따라 움직이면서 연속적으로 생긴 지층을 인위적인 힘을 통해 잘라낸 단편을 의미합니다. 이떄 그면을 단층면이라고 표현합니다. 단층은 굉장히 큰 에너지를 필요로 하기 때문에 단층면은 가장 작게는 1km에서 크게는 100km내외인 것도 발견됩니다.,F,
38,단층에 대해 설명해 주세요.,"단층은 어떠한 방식에서든 해당 암층에 균질한 힘이 지속적으로 가해질 때 생성됩니다. 이때 해당 지층의 암석의 강도가 약할수록 단층이 더 명확하게 나타나는데, 균질한 힘에 의해서 변형이 발생하여 단층면의 주위에는 변성암이 많이 발생합니다.",F,
38,단층에 대해 설명해 주세요.,단층이란 강력에 의해서 발생합니다. 어느 지역에 강력장이 생성되면 이 강력장에 표면이 반응하는데 이 강력을 견디지 못하고 암석이 견딜 수 있는 한계가 넘어서게 되면 암석이 변형되며 단층이 형성됩니다. 이는 대부분의 지진이 발생한 지역을 나타내는 지표이기도 합니다.,F,
38,부정합에 대해 설명해 주세요.,"지층의 상부와 하부 사이에 상당한 기간의 퇴적 중단을 의미하는 면이 존재하는 관계를 말합니다. 부정합면은 상위의 지층이 쌓이기 이전에 기반암이나 먼저 쌓여 있던 퇴적층이 지표에 노출되어 침식되었거나 퇴적이 일어나지 않은 면을 가리킵니다. 이러한 경우 퇴적 층서에서 부정합면을 중심으로 상부와 하부의 퇴적층은 쌓인 시기에 상당한 차이를 보이며, 그 기간 동안은 퇴적물 기록이 없습니다",P,퇴적중단이 의미하는 바를 설명해 주세요.
38,부정합에 대해 설명해 주세요.,"지층이 나타내는 지질 시대의 차이에 해당하는 지질학적인 시간을 퇴적결층기 라고 합니다. 즉, 부정합면은 퇴적결층기 동안에 만들어집니다. 따라서 부정합은 이전에 쌓인 지층이 침식되었거나 퇴적작용이 일어나지 않았던 시기가 있었다는 것과 수백만에서 수천만 년, 또는 그 이상의 시간 규모에 해당하는 지질 기록이 없다는 것을 의미합니다.",P,퇴적결층기에 대해 설명해 주세요.
38,부정합에 대해 설명해 주세요.,"부정합은 지질구조가 연속적으로 되어있는 곳에서만 발견됩니다. 지속적으로 연속적인 지표면이 있다가, 갑자기 시간적 단절이 발생하였을 때 이를 부정합이라고 하는데, 연속적인 지질구조가 없다면 이를 부정합인지 확인할 수 없기 때문입니다.",F,
38,부정합에 대해 설명해 주세요.,"부정합의 종류에는 3가지가 있습니다. 평행부정합, 경사부정합, 난정합이 있는데, 이중 가장 기본적인 부정합의 원리는 융기를 통해 발생하는 경사부정합이며, 가장 특이한 부정합은 난정합입니다. 특히 난정합에서는 융기를 통해 퇴석된 퇴적암이 많이 발견됩니다.",F,
38,부정합에 대해 설명해 주세요.,"부정합은 다른 지질 구조에 비해서 융기와 퇴적의 영향을 상대적으로 덜 받는 지질구조이기 때문에 지질구조 중에서는 가장 적은 시간을 통해 발생합니다. 시간의 공백이 있는 두 층 사이의 경계의 시간 차 역시 100년 이상의 차이가 나지 않으며, 그 경계의 폭 역시 좁기 때문입니다.",F,
38,부정합에 대해 설명해 주세요.,"부정합에는 네 가지 유형이 있습니다. 이들은 경사부정합, 난정합, 침식 부정합, 평행부정합 입니다. 다만, 부정합이 광역적으로 발달하면 횡적으로 서로 다른 종류로 바뀌기도 하며 부정합면이 생성되었던 시기도 횡적으로 달라질 수 있습니다. 경사부정합은 기울어진 지층이나 습곡작용을 받은 하부 지층의 침식면 위에 젊은 지층이 쌓여서 부정합면을 중심으로 상하부 지층 간의 경사에 차이가 납니다.",P,경사부정합에 대해 설명해 주세요.
38,연약권에 대해 설명해 주세요.,"지구는 구성성분에 따라 지각, 맨틀, 핵으로 구분됩니다. 물리적인 성질에 따라서는 암석권, 연약권, 하부맨틀, 핵으로 나눌 수도 있습니다. 물성에 따른 분류는 판구조론과 연관이 있습니다. 암석권은 판구조론의 판으로 지각과 맨틀 최상부를 포함합니다. 연약권은 유동성이 있어서 판을 이동시키는 부분이고, 하부맨틀은 암석권과 연약권을 제외한 나머지 맨틀 부분을 말합니다.",P,암석권에 대해 설명해 주세요.
38,연약권에 대해 설명해 주세요.,"연약권은 맨틀 상부에서 지진파의 속도가 줄어드는 부분입니다. 이 부분은 S파와 P파가 모두 통과하므로 액체상태는 아닙니다. 그러나 압력과 온도로 인해 암석의 일부가 부드럽게 녹아있는 상태이기 때문에 지진파의 속도가 줄고 판을 움직일 수 있는 원동력이 됩니다. 이것은 살짝 녹은 크림치즈나 버터의 경우, 고체지만 힘을 주면 움직이는 것과 같은 상태입니다.",P,맨틀에 대해 설명해 주세요.
38,연약권에 대해 설명해 주세요.,"연약권은 지표면 아래 10km에서 20km 사이에 위치한 약하거나 연한 암석층을 말합니다. 또한 연약권에서는 암석의 강도가 약해 파손이나 변성이 자주 발생하기 떄문에 변성암과, 부정합, 단층과 같은 지질구조를 쉽게 발견할 수 있습니다.",F,
38,연약권에 대해 설명해 주세요.,"연약권은 액체상태로 존재하는 암석이 존재하는 곳으로 지진파 중 P파에서 심각한 굴절 현상이 관측되며 S파는 통과할 수 없습니다. 또한 연약권에 암석은 변형이 자유롭기 때문에, 정확한 화학적 상태를 분간하기 어렵다는 특징을 지닙니다.",F,
38,연약권에 대해 설명해 주세요.,"연약권에서는 대류현상이 일어나지 않습니다. 지구가 열을 방출하면서 암석이 그 열을 받아 액체와 고체의 중간 상태로 위치하는 연약권이 대류현상에 영향을 받는다면, 지구가 열을 방출하는 과정에서 변형이 발생하게 되며 이로 인해 지구 지표면 내부의 대류활동이 억제되기 때문입니다.",F,
38,지각열류량에 대해 설명해 주세요.,"지구 내부는 온도가 높기 때문에 항상 외부를 향하여 열이 유출되고 있습니다. 화산·온천·지열지대 등의 특수한 장소에서는 용암·분기·열수 등에 의한 작용이 있지만, 그 이외의 장소에서는 보통 고체열전도에 의하여 유출되고 있는 것으로 생각됩니다. 따라서 지각열류량은 대개 지온기울기와 지층의 열전도도를 곱한 값으로 정의합니다.",P,지온기울기에 대해 설명해 주세요.
38,지각열류량에 대해 설명해 주세요.,"해양지역에서는 해저로 측정장치를 내려보내 온도기울기를 측정하거나 해저에 쌓인 진흙을 채집하여 열전도도를 측정합니다. 지각열류량의 일부는 지각 내의 방사성원소의 붕괴열에 의한 것이며, 일부는 맨틀에서 전해지는 것 입니다. 열류량의 분포는 조륙조산작용의 메커니즘을 해명하는 데 중요한 역할을 하는 것으로 생각됩니다.",P,방사성원소에 대해 설명해 주세요.
38,지각열류량에 대해 설명해 주세요.,지각열류량은 지구 외부에서 지각으로 전해지는 에너지량으로 단위 시간 동안 단위 면적에 나오는 에너지 량을 의미합니다. 가장 대표적인 단위는 HFU로 1초 동안 1제곱킬로미터의 면적에서  10의 6승 칼로리만큼의 에너지가 나옵니다.,F,
38,지각열류량에 대해 설명해 주세요.,"지각 열류량은 지구 내부 에너지를 파악하기 위한 지표로서 주로 지구 내부에 저장되어 있는 열에너지와, 외부에서 전해지는 운동에너지, 판의 운동, 화산활동, 지진활동 등의 에너지 총합을 합쳐서 파악됩니다. 또한 지각 열류량을 통해 지구 내부 온도도 측정가능합니다.",F,
38,지각열류량에 대해 설명해 주세요.,"지구 내부는 열이 항상 많이 있기 때문에 지구 내부에서 지표를 향해 열을 방출하게 되는데 이 방출량을 지각열류량이라고 합니다. 또한 해당 열류량에는 용암의 유출이나 물질의 이동에 의한 열도 포함하여 계산되며, 지각 열류량은 일반적으로 지하에서 발생하는 열인 지하증온율을 해당 지역에 존재하는 암석의 열전도율로 나누어서 계산됩니다.",F,
38,지각열류량에 대해 설명해 주세요.,"지각의 단위면적에서 단위시간에 흐르는 열량으로 지구 내부의 열에 의해 나타납니다. 지구 내부의 열원은 중력과 방사성 원소의 붕괴열입니다. 행성의 팽창과 압축 과정으로 내부가 뜨거워져 지구는 대략 1,000℃ 정도로 추측되는 온도에서 약 46억 년 전부터 진화되기 시작했습니다.",P,붕괴열에 대해 설명해 주세요.
38,대륙이동설에 대해 설명해 주세요.,"대륙이동설은 현재는 흩어져 있는 대륙들이 과거에는 하나의 커다란 초대륙이었으며, 이 초대륙이 쪼개지고 이동하여 현재와 같은 분포를 가지게 되었다는 학설로 1912년 독일의 기상학자인 알프레드 베게너에 의해 제창되었습니다. 대륙이동에 대한 아이디어는 훗날 해저확장설을 거쳐 지구과학 분야의 패러다임을 이루는 판구조론으로 발전하게 됩니다.",P,초대륙에 대해 설명해 주세요.
38,대륙이동설에 대해 설명해 주세요.,"베게너의 대륙이동설은 당시 주류를 이루던 지구수축설과 육교설을 모두 반박하는 획기적인 이론이었음에도 불구하고, 대륙이란 절대 움직일 수 없을 것이라는 기존 학자들의 보수적이고 완강한 저항과 비난에 부딪혀 받아들여지지 못합니다. 발표 당시 베게너가 대륙을 이동시키는 힘의 원천과 메커니즘을 명확하게 제시하지 못한 점도 대륙이동설이 받아들여지지 못하는 중요한 요인으로 작용하였습니다.",P,지구수축설에 대해 설명해 주세요.
38,대륙이동설에 대해 설명해 주세요.,"대륙이동설은 대륙이 끊임없이 이동한다는 가설이었으나, 판구조론의 등장으로 인해서 지구수축설과 육교설이 지구과학의 주요 가설로서 자리잡으면서 도태되었습니다. 현재는 대륙이 절대 움직이지 않고 지진판만 이동하는 것으로 밝혀졌습니다.",F,
38,대륙이동설에 대해 설명해 주세요.,대륙이동설은 프랑스의 지리학자 알프레드 베게너가 제창한 학설로 원래 고대의 지구는 두 개의 초 대륙으로 이뤄져있었는데 대륙들이 점차 갈라져서 이동하며 현재와 같은 대륙들로 분리되었다는 가설입니다. 이는 1912년 이후 타당성이 입증되었습니다.,F,
38,대륙이동설에 대해 설명해 주세요.,"대륙이동설은 베게너의 저서 <대륙의 기원>을 통해 세상에 밝혀졌습니다. 1915년에는 이를 덧붙여서, 판게아라는 초대륙이 존재하고 약 12억 년 전에 분열한 뒤 표류하여 현재의 위치와 모습을 가지게 되었다고 주장하는 가설입니다. 또한 베게너는 대륙 이동의 원동력을 중력으로 설명하여 타당성을 입증했습니다.",F,
38,해저확장설에 대해 설명해 주세요.,"1961년 미국의 과학자인 디즈가 과학적으로 대륙 이동의 기구를 설명하는 해저확장설이라는 가설을 제창하였습니다. 이에 의하면 맨틀에서 위로 치솟는 용암이 대양저 산맥을 형성하고, 양쪽으로 분리된 V자형의 열곡 사이로 상승하는 현무암질 마그마가 굳어져서 새로운 해양 지각이 생성되며, 서로 반대 방향으로 이동되어 계속해서 해양 지각이 확장된다고 주장하였습니다.",P,대양저 산맥에 대해 설명해 주세요.
38,해저확장설에 대해 설명해 주세요.,"새로운 해양 지각의 형성으로 오래된 지각은 밀려서 이동되어 해구에서 침강하여 사라진다고 하였습니다. 즉, 지구 내부의 열의 분포가 불균일하여 지각 하부 맨틀 내에 대류가 발생하고 대류가 용승하는 곳에 해저산맥이 생기며 산맥의 꼭대기에는 장력에 의해 열곡이 생기게 되며, 맨틀 대류가 하강하는 곳에 대양지각이 맨틀 속으로 들어가므로 해구나 호상열도를 형성하게 됩니다.",P,호상열도에 대해 설명해 주세요.
38,해저확장설에 대해 설명해 주세요.,1915년 베게너의 <대륙과 해양의 기원>을 통해 대륙이동설과 더불어 해저확장설이란 가설 역시 등장하였습니다. 해양 지각이 확장되고 있다는 가설로서 이에 따르며 용암이 상승하는 곳에서는 U자형 골짜기인 열곡을 중심으로 분출되는 마그마가 냉각되면서 새로운 지가이 형성되고 있다는 가설입니다.,F,
38,해저확장설에 대해 설명해 주세요.,해저 확장설에 의해 새롭게 해저에서 형성되고 있다는 가설이 생성되었습니다. 그러나 오래된 지각이 해구에 이르러 멘틀 속으로 침강하면서 해양 지각이 소멸되는 것이 밝혀짐에 따라서 해저가 확장되는 가설이 반론에 부딪히며 현재는 해저의 총 면적이 유지되는 가설이 받아들여지고 있습니다.,F,
38,해저확장설에 대해 설명해 주세요.,"해저확장설을 뒷받침하기 위해 해양 지각에 남은 고지자기를 연구한 결과 잔류 자기가 없으며, 각 부분에 대한 절대 연대를 측정하지 못하고 있어서 해저 확장설의 타당성을 검증하지 못하고 있는 상황입니다.",F,
38,해저확장설에 대해 설명해 주세요.,"대양지각은 해저산맥에서 탄생하여 해구로 소멸한다고 하는 가설을 전제로 하며, 해구·기요·중앙해저산맥·파쇄대 등을 총괄적으로 설명하고, 대륙이동·조산운동 등의 대륙의 지질현상을 설명하기도 합니다. 이 가설을 기초로 하여 지구 표면을 여러 개의 판으로 나누어 대양지각의 이동을 설명하는 판구조론도 있습니다.",P,기요에 대해 설명해 주세요.
38,판구조론에 대해 설명해 주세요.,"판구조론은 지구의 표면이 딱딱하고 깨어지기 쉬운 여러 개의 판들로 이루어져 있으며, 판들이 이동함에 따라 지진, 화산 등 다양한 지질현상이 발생한다는 이론입니다. 대륙이동설에서 출발하여, 해저확장설을 거쳐, 1960년대 초에 판구조론으로 정립되었으며, 현재 지구과학 및 지질학 분야의 패러다임을 이루고 있습니다.",P,판구조론이 지질학은 패러다임이 되는 이유를 설명해 주세요.
38,판구조론에 대해 설명해 주세요.,"판구조론에서 판은 구성하는 지각의 종류에 따라 해양지각을 포함하는 해양판과 대륙지각을 포함하는 대륙판으로 구분됩니다. 해양판은 두께가 얇고 밀도가 크며, 대륙판은 두께가 두껍고 밀도가 작아 가벼운 특징을 갖습니다. 태평양판, 나츠카판, 필리핀해판, 코코스판, 후안데푸카판 등은 해양판으로만 이루어져 있습니다.",P,나츠카판에 대해 설명해 주세요.
38,판구조론에 대해 설명해 주세요.,"지리학에서 지각과 멘틀을 포함하는 지구의 표면, 특히 최상부의 암석권이 움직이는 양상을 설명하는 모델이 판구조론입니다. 암석권을 판이라고 통칭하였지만, 해당 판이 움직이는 원동력에 대해서 설명하지 못하고 있어 한계에 부딪혔습니다.",F,
38,판구조론에 대해 설명해 주세요.,"1910년 경 베게너의 대륙이동설을 시초로 판구조론이 제기되었습니다. 지표에서 관찰되는 다양한 지질학적 현상이나 기록을 완벽히 설명하지는 못하지만, 지진이 일어나는 이유와 부정합과 같은 몇 개의 현상을 증명할 수 있다는 점에서 각광받고 있는 가설 중 하나입니다.",F,
38,판구조론에 대해 설명해 주세요.,"지질학을 공부하는 사람이 가장 기초적으로 배우는 것이 판구조론입니다. 구조지질학, 암석학, 및 광물학적인 내용에 모두 포함되며 이론 자체가 지질학의 기본 목표에 해당하기 때문에 세계적으로 판 구조론을 기반으로 대륙의 진화과정을 연구하는게 일반적입니다.",F,
38,판구조론에 대해 설명해 주세요.,"유라시아판은 서쪽의 대서양 일부를 제외한 대부분이 대륙판으로 이루어져 있으며, 북미판과 남미판의 경우는 서쪽은 대륙판으로 동쪽의 대서양 부분은 해양판으로 각각 이루어져 있습니다. 판의 이동 속도는 10~40mm/년에서부터 160mm/년에 이르기까지 다양하며, 판의 이동방향 또한 각 판마다 다양한 방향을 가집니다.",P,유라시아판의 특징을 설명해 주세요.
38,판의 경계를 설명해 주세요.,"발산경계는 경계 양쪽의 두 판이 서로 반대방향으로 이동하여 멀어지는 경계로서, 암석이 깨어져 갈라지고 새로운 암석권이 계속 만들어지기 때문에 확장경계라고도 합니다. 바다에서는 해령이, 육지에서는 대륙열곡대가 발산경계의 대표적인 예입니다. 발산경계에서는 인장력이 작용하여 정단층 운동이 일어나고, 이 단층운동으로 인해 지진이 빈번하게 발생합니다.",P,대륙열곡대에 대해 설명해 주세요.
38,판의 경계를 설명해 주세요.,"수렴경계는 경계 양쪽의 두 판이 서로를 향해 이동하여 충돌하는 경계로서, 서로 부딪히는 판의 종류에 따라 그 양상이 달라집니다. 해양판과 대륙판이 서로 충돌하는 경우, 두께가 얇고 밀도가 커서 무거운 해양판이 두껍고 가벼운 대륙판의 아래로 말려 들어가게 됩니다. 이렇게 하나의 판이 다른 판의 아래로 말려 들어가는 현상을 섭입이라고 합니다.",P,두께와 밀도가 섭입에 미치는 영향을 설명해 주세요.
38,판의 경계를 설명해 주세요.,"판의 경계는 발산형 경계, 수렴형 경계로 이분화되어 설명할 수 있습니다. 발산형 경계는 두 판이 서로 가까워지는 곳에서 만들어지는 판의 경계이며 수렴형 경계는 두 판이 멀어짐으로써 생성됩니다. 대륙이동설 이전에는 판의 경계중 보존형 경계가 있었으나 판이 이동하다는 가설이 받아들여지면서 현재는 고려되지 않습니다.",F,
38,판의 경계를 설명해 주세요.,"발산형 경계의 대표적인 특징은 배니오프대나 호상열도, 화산활동이 나타난다는 것입니다. 두판의 충돌로 인해 압력이 강력하게작용하므로 역단층이나 습곡과 같은 특징도 발달합니다. 이는 두 판이 가까워짐에 따라서 섭입하거나 소멸하기 때문에 나타납니다.",F,
38,판의 경계를 설명해 주세요.,"판의 경계에서는 지진이 자주 발생합니다. 또한 대륙판은 대륙판끼리 해양판은 해양판끼리 수렴하거나 발산하는 것이 일반적인데, 특별한 경우 대륙판과 해양판이 부딪히는 경우가 발생하면 이를 지진이라고 정의하고 있습니다.",F,
38,판의 경계를 설명해 주세요.,"변환단층 경계는 두 판의 이동방향이 서로 역평행한 판의 경계로 판의 이동이 계속되어도 경계의 변화가 없기 때문에 보존경계라고도 합니다. 변환단층 경계는 주로 확장경계인 해령이 어긋나 있는 부분, 즉 해령과 해령의 사이에서 발달합니다. 또한, 뉴질랜드의 알파인단층처럼 두 수렴경계의 이음부에서도 발달하기도 합니다.",P,알파인단층에 대해 설명해 주세요.
38,오울라코겐에 대해 설명해 주세요.,산악지대나 지향사 로부터 강괴 방향으로 뻗은 좁고 긴 분지입니다. 강괴로부터 방사상의 방향을 보이며 밖으로 열려 있으며 수렴하는 정단층을 경계로 합니다. 그러나 지향사 개념이 사장되고 지체구조론이 확립된 이후에는 대륙지각이 열개 하는 과정에서 발생한 실패지로 해석합니다.,P,정단층에 대해 설명해 주세요.
38,오울라코겐에 대해 설명해 주세요.,"열곡과 같이 지각이 발산하는 곳은 주로 두 방향 또는 세 방향으로 갈라지는데 이를 삼지라고 부릅니다. 삼지의 세 변환단층 중 두 곳은 계속 갈라져서 해양지각을 형성하지만, 한 변환단층은 열개를 멈추기 때문에 이를 실패지라고 부릅니다. 실패지는 주위 보다 낮고 때때로 마그마가 분출하나 거의 비활성화된 상태로 존재하며, 이에 퇴적물이 쌓여 퇴적분지가 된 것이 오울라코겐입니다.",P,오울라코겐에 대해 설명해 주세요.
38,오울라코겐에 대해 설명해 주세요.,열주의 하강으로 인해 열곡 생성으로 형성되는 오울라코겐은 보통 세 방향 혹은 네 방향으로 갈라지게 되어서 사지라고 불립니다. 또한 오울라코겐은 화산활동이 활발한 지역에서 발생하여 마그마가 지속적으로 분출되는 특성을 지닙니다.,F,
38,오울라코겐에 대해 설명해 주세요.,"오울라코겐은 산악지대에서 주로 발견되는데 산의 내부에서 지진운동이 발생하여 산의 표면이 하강하게 되면 산의 내부에 평지가 발생합니다. 이를 오울라코겐이라고 하며, 오울라코겐에는 부정합과 단층 등이 자주 목격되고 있습니다.",F,
38,오울라코겐에 대해 설명해 주세요.,판과 판이 충돌할 경우 오울라코겐이 형성됩니다. 밀도가 낮은 판이 밀도가 높은 판 아래로 섭입됨과 동시에 판의 경계에 위치한 산악 지대가 침강하는데 이를 통해 오우라코겐이 형성되며 우리나라 말로는 분지라는 개념으로 익숙합니다.,F,
38,오울라코겐에 대해 설명해 주세요.,"오울라코겐의 형성과정은 보통 열주의 상승으로 인한 열곡 생성으로 설명됩니다. 맨틀 하부에서 열주가 생성되어 지표를 향해 상승하면, 가소성 물질이 용승하면서 직경 수백 km의 영역에서 암판을 융기시킵니다. 이로 인한 지각의 융기로, 지표가 높아진 부분에서 침식 작용이 일어나며, 그 주위에 위치한 낮은 부분에 퇴적물을 쌓습니다.",P,열곡에 대해 설명해 주세요.
38,화석에 대해 설명해 주세요.,"동식물의 일부 또는 전체가 나타난 경우 체화석이라 하고 발자국, 기어다닌 자국 등의 생활 모습이 나타난 경우 흔적화석이라 합니다. 화석이 되기 위해서는 퇴적물 속에 급히 묻히고, 딱딱한 부분이 있어야 하며, 돌처럼 딱딱해 지거나 다른 물질로 바뀌는 등의 암석화작용을 받아야 합니다.",P,체화석에 대해 설명해 주세요.
38,화석에 대해 설명해 주세요.,"산호는 수심이 얕고 따뜻하며, 깨끗하고 잔잔한 바다에서만 삽니다. 만약 20만년 전의 지층에서 산호가 발견되었다면 그 지층은 과거에 수심이 얕고 따뜻한 바다였음을 알 수 있습니다. 이처럼 생존기간이 길고 특정한 환경에서만 생존하여, 지층이 만들어진 환경을 알려주는 화석을 시상화석이라 합니다.",P,시상화석의 예제를 설명해 주세요.
